"Strain","maxProb","minProb","meanProb","medianProb","count"
"NIES-595",0.0835140997830805,0.0307076101468625,0.0571108549649715,0.0571108549649715,2
"[Oscillatoria agardhii]NIES 610",0.0833623997209625,0.0833623997209625,0.0833623997209625,0.0833623997209625,1
"PCC 7820.",0.083248730964467,0.083248730964467,0.083248730964467,0.083248730964467,1
"[Microcystis aeruginosa]205",0.081118881118881,0.081118881118881,0.081118881118881,0.081118881118881,1
"SAG 36.91",0.0797028876648305,0.0792055323255065,0.0794542099951685,0.0794542099951685,2
"NIVA-CYA 548",0.079436152570481,0.079436152570481,0.079436152570481,0.079436152570481,1
"EAWAG 127a",0.0781743709771795,0.0781743709771795,0.0781743709771795,0.0781743709771795,1
"[Anabaena flos-aquae]S-23-g-1",0.0761285386381025,0.0761285386381025,0.0761285386381025,0.0761285386381025,1
"202
A2/41",0.072225038013178,0.072225038013178,0.072225038013178,0.072225038013178,1
"[Dolichospermum sp.]90",0.064030131826742,0.064030131826742,0.064030131826742,0.064030131826742,1
"NIES-101",0.0595555555555555,0.0595555555555555,0.0595555555555555,0.0595555555555555,1
"[Microcystis aeruginosa]K-139",0.040507859733978,0.040507859733978,0.040507859733978,0.040507859733978,1
"[Oscillatoria agardhii]CCAP 1459/14",0.032767469403869,0.032767469403869,0.032767469403869,0.032767469403869,1
"[Oscillatoria/Planktothrix agardhii]CYA-29",0.026306039273805,0.026306039273805,0.026306039273805,0.026306039273805,1
"NIES-204",0,0,0,0,1
"NIES-298",0,0,0,0,1
